82,20160615,3
82,20160619,20
83,20160608,6
83,20160610,21
84,20160608,6
84,20160609,6
84,20160613,6
84,20160616,4
84,20160619,21
85,20160607,3
85,20160609,20
86,20160607,6
86,20160611,21
87,20160607,6
87,20160611,6
87,20160613,21
88,20160610,3
88,20160613,2
88,20160614,21
89,20160610,6
89,20160612,4
89,20160615,4
89,20160617,2
89,20160618,20
90,20160609,1
90,20160611,20
91,20160610,2
91,20160614,2
91,20160617,2
91,20160619,20
92,20160609,2
92,20160610,20
93,20160610,3
93,20160612,21
94,20160607,6
94,20160608,21
95,20160610,3
95,20160611,21
96,20160608,6
96,20160612,6
96,20160613,21
97,20160607,6
97,20160608,21
98,20160607,6
98,20160611,21
99,20160608,1
99,20160609,2
99,20160610,1
99,20160612,3
99,20160614,21
100,20160610,6
100,20160611,21
101,20160608,6
101,20160609,6
101,20160611,21
102,20160609,1
102,20160613,1
102,20160616,1
102,20160618,1
102,20160620,20
103,20160607,1
103,20160609,1
103,20160611,20
104,20160610,2
104,20160612,2
104,20160615,2
104,20160616,2
104,20160617,20
105,20160608,7
105,20160612,21
106,20160610,1
106,20160611,6
106,20160613,21
107,20160607,6
107,20160608,6
107,20160611,21
108,20160608,4
108,20160610,6
108,20160614,5
108,20160616,5
108,20160618,21
109,20160607,6
109,20160610,7
109,20160613,7
109,20160615,6
109,20160617,21
110,20160607,1
110,20160608,1
110,20160611,1
110,20160612,1
110,20160615,20
111,20160609,2
111,20160613,2
111,20160614,2
111,20160615,2
111,20160619,20
112,20160610,4
112,20160611,4
112,20160613,4
112,20160617,4
112,20160618,21
113,20160610,1
113,20160614,1
113,20160618,5
113,20160620,6
113,20160622,21
114,20160608,3
114,20160610,3
114,20160611,21
115,20160607,3
115,20160610,3
115,20160611,3
115,20160612,6
115,20160616,20
116,20160608,1
116,20160609,5
116,20160610,21
117,20160607,3
117,20160609,20
118,20160609,7
118,20160611,7
118,20160613,7
118,20160614,21
119,20160607,1
119,20160608,20
120,20160607,2
120,20160609,2
120,20160611,2
120,20160613,2
120,20160616,20
121,20160610,3
121,20160614,21
122,20160607,3
122,20160609,21
123,20160607,6
123,20160610,21
124,20160609,6
124,20160610,6
124,20160614,21
125,20160607,2
125,20160609,2
125,20160612,2
125,20160614,2
125,20160615,20
126,20160608,1
126,20160610,4
126,20160614,1
126,20160616,4
126,20160617,20
127,20160609,7
127,20160612,7
127,20160613,21
128,20160607,6
128,20160609,2
128,20160613,4
128,20160615,2
128,20160617,21
129,20160607,6
129,20160609,3
129,20160610,21
130,20160610,2
130,20160613,2
130,20160614,3
130,20160615,4
130,20160619,21
131,20160607,2
131,20160609,2
131,20160610,2
131,20160614,2
131,20160615,20
132,20160610,2
132,20160613,2
132,20160614,2
132,20160616,2
132,20160619,20
133,20160610,6
133,20160614,21
134,20160607,2
134,20160611,20
135,20160610,6
135,20160614,2
135,20160616,21
136,20160609,1
136,20160611,20
137,20160608,3
137,20160612,3
137,20160616,3
137,20160619,3
137,20160622,21
138,20160607,3
138,20160609,7
138,20160610,7
138,20160614,1
138,20160615,21
139,20160607,7
139,20160610,7
139,20160611,7
139,20160615,7
139,20160617,21
140,20160608,7
140,20160609,21
141,20160607,2
141,20160609,1
141,20160610,1
141,20160613,1
141,20160617,20
142,20160608,3
142,20160611,3
142,20160613,3
142,20160616,20
143,20160609,1
143,20160613,1
143,20160615,2
143,20160619,2
143,20160623,20
144,20160608,2
144,20160609,2
144,20160610,21
145,20160609,1
145,20160612,4
145,20160616,1
145,20160619,1
145,20160622,21
146,20160607,1
146,20160610,1
146,20160611,20
147,20160609,3
147,20160610,20
148,20160608,4
148,20160610,6
148,20160613,21
149,20160610,4
149,20160614,4
149,20160617,21
150,20160607,6
150,20160609,6
150,20160611,6
150,20160615,5
150,20160618,21
151,20160609,1
151,20160612,1
151,20160613,1
151,20160616,20
152,20160608,6
152,20160612,21
153,20160609,2
153,20160613,2
153,20160616,2
153,20160620,2
153,20160623,21
154,20160610,4
154,20160614,20
155,20160610,1
155,20160613,1
155,20160615,6
155,20160617,21
156,20160607,1
156,20160610,20
157,20160610,1
157,20160612,20
158,20160607,7
158,20160609,7
158,20160612,21
159,20160610,1
159,20160611,1
159,20160613,20
160,20160607,7
160,20160608,7
160,20160612,7
160,20160616,7
160,20160617,21
161,20160609,3
161,20160613,20
162,20160607,2
162,20160611,2
162,20160612,2
162,20160613,2
162,20160615,20
163,20160609,1
163,20160610,1
163,20160611,3
163,20160615,3
163,20160617,20
164,20160610,2
164,20160614,20
165,20160608,6
165,20160609,2
165,20160613,2
165,20160617,20
166,20160607,6
166,20160611,21
167,20160610,1
167,20160614,20
168,20160607,6
168,20160608,21
169,20160608,7
169,20160609,7
169,20160610,1
169,20160613,1
169,20160617,21
170,20160607,6
170,20160609,2
170,20160610,2
170,20160614,2
170,20160618,20
171,20160610,1
171,20160613,2
171,20160615,2
171,20160616,1
171,20160619,20
172,20160608,1
172,20160610,1
172,20160614,2
172,20160616,2
172,20160620,20
173,20160608,4
173,20160611,4
173,20160615,4
173,20160616,4
173,20160617,21
174,20160607,1
174,20160609,1
174,20160610,20
175,20160607,6
175,20160608,20
176,20160608,1
176,20160611,1
176,20160613,1
176,20160614,1
176,20160616,20
177,20160607,1
177,20160610,1
177,20160611,20
178,20160609,7
178,20160610,7
178,20160612,21
179,20160607,1
179,20160608,20
180,20160609,2
180,20160612,2
180,20160614,21
181,20160610,1
181,20160611,20
182,20160609,2
182,20160612,2
182,20160615,20
183,20160608,3
183,20160610,3
183,20160612,1
183,20160615,20
184,20160607,5
184,20160608,20
185,20160609,6
185,20160613,21
186,20160608,7
186,20160609,21
187,20160610,1
187,20160614,20
188,20160607,2
188,20160611,20
189,20160609,2
189,20160611,2
189,20160613,2
189,20160614,2
189,20160618,20
190,20160607,2
190,20160609,2
190,20160613,2
190,20160617,2
190,20160621,20
191,20160609,7
191,20160610,1
191,20160614,1
191,20160615,21
192,20160607,6
192,20160611,21
193,20160608,1
193,20160611,1
193,20160612,1
193,20160615,20
194,20160608,1
194,20160610,1
194,20160611,20
195,20160608,2
195,20160611,2
195,20160614,2
195,20160615,2
195,20160619,20
196,20160609,3
196,20160610,7
196,20160613,3
196,20160617,21
197,20160609,6
197,20160610,21
198,20160609,7
198,20160613,7
198,20160617,21
199,20160610,2
199,20160614,2
199,20160617,21
200,20160610,3
200,20160611,6
200,20160614,6
200,20160615,21
201,20160607,7
201,20160609,7
201,20160612,21
202,20160607,6
202,20160609,21
203,20160610,6
203,20160612,21
204,20160609,2
204,20160610,2
204,20160611,2
204,20160615,2
204,20160617,20
205,20160607,3
205,20160611,2
205,20160614,21
206,20160610,1
206,20160612,7
206,20160615,4
206,20160617,21
207,20160608,6
207,20160609,7
207,20160613,7
207,20160617,7
207,20160618,21
208,20160608,6
208,20160609,21
209,20160609,6
209,20160611,6
209,20160615,6
209,20160618,21
210,20160607,2
210,20160608,2
210,20160609,2
210,20160610,2
210,20160614,20
211,20160610,3
211,20160612,20
212,20160607,6
212,20160608,7
212,20160612,7
212,20160613,6
212,20160616,21
213,20160609,4
213,20160611,20
214,20160608,6
214,20160611,21
215,20160608,7
215,20160612,21
216,20160609,1
216,20160610,20
217,20160607,6
217,20160610,21
218,20160607,6
218,20160611,21
219,20160607,6
219,20160609,2
219,20160612,6
219,20160616,21
220,20160609,6
220,20160613,6
220,20160617,7
220,20160620,7
220,20160621,21
221,20160610,1
221,20160614,6
221,20160615,6
221,20160618,6
221,20160622,21
222,20160607,3
222,20160608,3
222,20160612,6
222,20160614,20
223,20160608,1
223,20160609,7
223,20160612,4
223,20160613,7
223,20160616,20
224,20160608,7
224,20160611,7
224,20160612,21
225,20160609,4
225,20160612,2
225,20160616,2
225,20160617,6
225,20160620,21
226,20160608,3
226,20160612,20
227,20160608,2
227,20160611,21
228,20160608,6
228,20160612,3
228,20160613,21
229,20160607,4
229,20160610,1
229,20160611,4
229,20160614,4
229,20160618,21
230,20160608,1
230,20160609,4
230,20160611,1
230,20160614,1
230,20160615,21
231,20160610,2
231,20160612,20
232,20160608,6
232,20160609,6
232,20160611,6
232,20160614,6
232,20160617,21
233,20160607,3
233,20160609,3
233,20160611,21
234,20160608,2
234,20160610,20
235,20160610,1
235,20160611,20
236,20160607,4
236,20160608,21
237,20160610,4
237,20160612,2
237,20160614,2
237,20160618,2
237,20160621,20
238,20160608,7
238,20160610,21
239,20160608,3
239,20160610,21
240,20160608,2
240,20160611,2
240,20160614,2
240,20160616,2
240,20160619,21
241,20160609,2
241,20160610,2
241,20160614,20
242,20160608,6
242,20160612,5
242,20160616,5
242,20160617,5
242,20160619,21
243,20160609,5
243,20160611,5
243,20160613,21
244,20160610,7
244,20160611,21
245,20160610,1
245,20160613,6
245,20160617,6
245,20160619,6
245,20160622,20
246,20160609,4
246,20160613,21
247,20160609,6
247,20160613,6
247,20160615,6
247,20160616,4
247,20160617,21
248,20160609,1
248,20160612,6
248,20160616,6
248,20160618,20
249,20160608,1
249,20160612,1
249,20160615,1
249,20160619,1
249,20160623,20
250,20160607,1
250,20160610,1
250,20160611,20
251,20160609,2
251,20160611,2
251,20160614,1
251,20160616,6
251,20160619,20
252,20160609,3
252,20160610,3
252,20160611,21
253,20160608,1
253,20160610,1
253,20160613,20
254,20160609,1
254,20160613,20
255,20160610,2
255,20160611,2
255,20160613,2
255,20160615,2
255,20160617,20
256,20160609,3
256,20160613,20
257,20160607,1
257,20160610,1
257,20160611,4
257,20160614,1
257,20160618,20
258,20160609,7
258,20160611,4
258,20160615,4
258,20160619,5
258,20160621,21
259,20160607,2
259,20160610,20
260,20160607,7
260,20160610,21
261,20160608,4
261,20160611,21
262,20160608,2
262,20160609,2
262,20160613,2
262,20160617,2
262,20160620,20
263,20160608,1
263,20160609,6
263,20160613,6
263,20160614,21
264,20160608,2
264,20160612,20
265,20160610,1
265,20160612,1
265,20160613,1
265,20160614,1
265,20160615,20
266,20160609,6
266,20160613,21
267,20160609,1
267,20160610,1
267,20160612,1
267,20160614,1
267,20160615,20
268,20160608,6
268,20160611,3
268,20160614,21
269,20160609,4
269,20160610,4
269,20160613,4
269,20160615,4
269,20160617,21
270,20160607,6
270,20160609,21
271,20160609,6
271,20160611,21
272,20160607,6
272,20160610,21
273,20160610,6
273,20160612,6
273,20160616,21
274,20160610,6
274,20160612,6
274,20160613,6
274,20160615,21
275,20160609,1
275,20160612,2
275,20160613,6
275,20160615,6
275,20160616,21
276,20160610,6
276,20160613,21
277,20160609,7
277,20160610,21
278,20160610,6
278,20160614,21
279,20160607,1
279,20160609,5
279,20160612,5
279,20160616,5
279,20160617,21
280,20160609,6
280,20160613,21
281,20160608,6
281,20160612,21
282,20160610,2
282,20160613,20
283,20160610,4
283,20160613,20
284,20160608,1
284,20160612,6
284,20160614,21
285,20160610,2
285,20160614,2
285,20160618,2
285,20160620,2
285,20160623,20
286,20160608,1
286,20160612,1
286,20160615,4
286,20160617,1
286,20160620,20
287,20160608,2
287,20160610,2
287,20160614,21
288,20160608,7
288,20160610,7
288,20160611,7
288,20160613,21
289,20160609,6
289,20160612,4
289,20160614,4
289,20160615,21
290,20160607,1
290,20160609,1
290,20160610,1
290,20160611,1
290,20160612,20
291,20160607,4
291,20160608,4
291,20160612,4
291,20160616,4
291,20160617,20
292,20160607,3
292,20160611,20
293,20160610,2
293,20160614,2
293,20160617,2
293,20160620,21
294,20160610,1
294,20160611,1
294,20160613,21
295,20160610,6
295,20160613,2
295,20160617,2
295,20160621,2
295,20160622,21
296,20160609,3
296,20160610,1
296,20160614,4
296,20160616,4
296,20160619,20
297,20160609,6
297,20160611,21
298,20160608,1
298,20160609,1
298,20160612,1
298,20160614,1
298,20160618,20
299,20160607,3
299,20160610,21
300,20160608,7
300,20160612,7
300,20160614,7
300,20160617,21
301,20160609,1
301,20160610,1
301,20160611,6
301,20160614,21
302,20160609,1
302,20160612,20
303,20160608,2
303,20160612,20
304,20160607,1
304,20160609,1
304,20160613,1
304,20160615,1
304,20160619,20
305,20160607,3
305,20160608,21
306,20160607,3
306,20160611,20
307,20160607,1
307,20160610,1
307,20160614,1
307,20160617,20
308,20160608,6
308,20160611,20
309,20160608,3
309,20160609,21
310,20160609,6
310,20160613,6
310,20160614,21
311,20160609,6
311,20160612,21
312,20160609,4
312,20160610,21
313,20160608,6
313,20160610,6
313,20160611,6
313,20160614,4
313,20160615,21
314,20160609,1
314,20160611,1
314,20160612,20
315,20160610,6
315,20160612,21
316,20160608,6
316,20160611,6
316,20160614,21
317,20160610,6
317,20160613,20
318,20160608,1
318,20160612,1
318,20160616,20
319,20160609,1
319,20160612,2
319,20160614,2
319,20160617,3
319,20160621,21
320,20160608,3
320,20160609,2
320,20160612,2
320,20160616,2
320,20160620,20
321,20160610,2
321,20160612,2
321,20160616,2
321,20160618,2
321,20160619,20
322,20160609,6
322,20160613,6
322,20160617,6
322,20160621,7
322,20160625,21
323,20160610,3
323,20160612,5
323,20160616,21
324,20160607,6
324,20160609,20
325,20160608,1
325,20160611,1
325,20160615,1
325,20160616,1
325,20160617,20
326,20160607,6
326,20160608,6
326,20160612,2
326,20160616,2
326,20160617,20
327,20160608,6
327,20160611,6
327,20160615,21
328,20160607,6
328,20160610,21
329,20160608,3
329,20160610,21
330,20160610,1
330,20160613,1
330,20160617,1
330,20160618,20
331,20160607,2
331,20160610,1
331,20160612,1
331,20160616,1
331,20160620,20
332,20160608,6
332,20160611,21
333,20160609,7
333,20160611,7
333,20160613,1
333,20160615,21
334,20160610,6
334,20160612,6
334,20160614,2
334,20160616,2
334,20160620,21
335,20160607,1
335,20160610,1
335,20160613,1
335,20160615,1
335,20160616,20
336,20160607,3
336,20160611,20
337,20160609,7
337,20160612,7
337,20160616,6
337,20160618,6
337,20160621,21
338,20160608,3
338,20160610,6
338,20160612,3
338,20160614,3
338,20160615,20
339,20160610,6
339,20160612,6
339,20160615,6
339,20160619,6
339,20160623,21
340,20160609,6
340,20160612,21
341,20160610,6
341,20160613,21
342,20160610,6
342,20160611,21
343,20160607,4
343,20160610,6
343,20160612,21
344,20160608,6
344,20160609,5
344,20160612,21
345,20160608,2
345,20160610,21
346,20160610,4
346,20160613,21
347,20160609,6
347,20160610,4
347,20160613,21
348,20160609,6
348,20160611,6
348,20160614,21
349,20160610,4
349,20160614,20
350,20160607,6
350,20160609,3
350,20160611,21
351,20160609,6
351,20160612,6
351,20160616,21
352,20160610,4
352,20160613,3
352,20160615,3
352,20160616,6
352,20160618,20
353,20160607,6
353,20160609,3
353,20160610,4
353,20160614,4
353,20160615,20
354,20160607,7
354,20160608,21
355,20160610,7
355,20160612,7
355,20160613,1
355,20160615,7
355,20160619,21
356,20160610,7
356,20160611,7
356,20160613,7
356,20160615,7
356,20160619,21
357,20160610,6
357,20160614,6
357,20160615,6
357,20160617,6
357,20160618,21
358,20160609,3
358,20160612,4
358,20160614,1
358,20160615,1
358,20160619,20
359,20160609,7
359,20160613,2
359,20160617,2
359,20160619,5
359,20160620,21
360,20160609,1
360,20160611,20
361,20160608,6
361,20160612,20
362,20160607,6
362,20160611,3
362,20160615,7
362,20160618,3
362,20160619,21
363,20160607,6
363,20160609,6
363,20160610,21
364,20160607,1
364,20160611,3
364,20160612,1
364,20160614,21
365,20160610,6
365,20160612,3
365,20160616,4
365,20160619,21
366,20160610,3
366,20160612,21
367,20160610,6
367,20160614,21
368,20160608,7
368,20160612,7
368,20160616,7
368,20160619,7
368,20160623,21
369,20160609,2
369,20160612,2
369,20160613,20
370,20160610,1
370,20160613,4
370,20160614,5
370,20160618,4
370,20160622,21
371,20160610,1
371,20160612,1
371,20160616,1
371,20160617,1
371,20160620,20
372,20160609,2
372,20160612,20
373,20160608,3
373,20160611,5
373,20160612,21
374,20160610,2
374,20160613,2
374,20160614,2
374,20160616,2
374,20160618,20
375,20160608,4
375,20160609,7
375,20160613,4
375,20160617,4
375,20160621,20
376,20160609,7
376,20160612,21
377,20160608,3
377,20160612,21
378,20160610,1
378,20160611,3
378,20160612,3
378,20160616,20
379,20160607,3
379,20160609,3
379,20160613,21
380,20160607,1
380,20160608,2
380,20160610,21
381,20160608,6
381,20160612,21
382,20160608,1
382,20160612,1
382,20160614,1
382,20160618,1
382,20160622,20
383,20160607,1
383,20160608,5
383,20160612,5
383,20160613,2
383,20160617,21
384,20160609,3
384,20160612,3
384,20160615,21
385,20160609,3
385,20160611,3
385,20160613,3
385,20160615,3
385,20160618,21
386,20160607,1
386,20160611,2
386,20160613,2
386,20160614,2
386,20160615,21
387,20160610,3
387,20160614,6
387,20160616,7
387,20160619,7
387,20160623,21
388,20160610,2
388,20160614,21
389,20160609,3
389,20160612,3
389,20160614,3
389,20160616,3
389,20160619,20
390,20160609,1
390,20160611,1
390,20160613,6
390,20160615,6
390,20160619,20
391,20160608,2
391,20160609,3
391,20160612,21
392,20160610,1
392,20160613,20
393,20160609,2
393,20160613,2
393,20160614,2
393,20160618,2
393,20160622,20
394,20160609,1
394,20160610,6
394,20160611,21
395,20160610,1
395,20160611,1
395,20160614,3
395,20160617,3
395,20160618,20
396,20160610,2
396,20160614,20
397,20160610,3
397,20160612,20
398,20160609,4
398,20160612,20
399,20160607,3
399,20160609,3
399,20160612,3
399,20160613,21
400,20160607,2
400,20160608,2
400,20160612,2
400,20160614,2
400,20160615,20
401,20160609,7
401,20160613,7
401,20160616,21
402,20160609,1
402,20160613,20
403,20160609,1
403,20160613,1
403,20160614,1
403,20160616,20
404,20160607,7
404,20160609,7
404,20160611,7
404,20160612,21
405,20160607,7
405,20160609,7
405,20160611,7
405,20160613,21
406,20160610,3
406,20160614,3
406,20160617,21
407,20160608,6
407,20160609,6
407,20160613,3
407,20160614,21
408,20160607,3
408,20160610,20
409,20160609,6
409,20160613,21
410,20160607,6
410,20160609,20
411,20160610,1
411,20160614,1
411,20160617,20
412,20160608,3
412,20160610,3
412,20160613,21
413,20160607,1
413,20160610,4
413,20160613,4
413,20160617,6
413,20160619,21
414,20160607,4
414,20160609,20
415,20160607,7
415,20160611,7
415,20160613,7
415,20160617,7
415,20160619,21
416,20160609,6
416,20160611,20
417,20160607,1
417,20160608,1
417,20160609,1
417,20160610,1
417,20160611,20
418,20160608,1
418,20160612,1
418,20160614,1
418,20160618,1
418,20160621,20
419,20160610,1
419,20160611,2
419,20160613,2
419,20160615,2
419,20160617,20
420,20160608,1
420,20160610,20
421,20160607,1
421,20160610,20
422,20160607,4
422,20160610,20
423,20160607,2
423,20160609,2
423,20160613,2
423,20160617,2
423,20160619,20
424,20160608,6
424,20160611,21
425,20160607,1
425,20160609,1
425,20160612,3
425,20160613,2
425,20160614,20
426,20160607,2
426,20160608,2
426,20160612,2
426,20160614,2
426,20160617,20
427,20160607,3
427,20160608,20
428,20160609,6
428,20160612,2
428,20160615,21
429,20160609,1
429,20160610,5
429,20160611,1
429,20160613,5
429,20160617,20
430,20160607,6
430,20160610,21
431,20160610,1
431,20160613,20
432,20160607,6
432,20160608,20
433,20160609,1
433,20160613,20
434,20160610,3
434,20160614,20
435,20160608,2
435,20160609,2
435,20160611,2
435,20160613,2
435,20160614,20
436,20160608,4
436,20160611,21
437,20160608,2
437,20160609,6
437,20160611,21
438,20160607,3
438,20160610,20
439,20160610,4
439,20160612,4
439,20160613,6
439,20160615,21
440,20160610,3
440,20160611,21
441,20160609,1
441,20160611,1
441,20160613,1
441,20160615,1
441,20160617,20
442,20160609,3
442,20160610,21
443,20160607,2
443,20160611,2
443,20160615,2
443,20160617,2
443,20160621,20
444,20160608,3
444,20160611,3
444,20160614,3
444,20160617,3
444,20160619,21
445,20160609,2
445,20160611,21
446,20160608,1
446,20160611,6
446,20160612,21
447,20160608,7
447,20160612,7
447,20160613,3
447,20160617,4
447,20160619,21
448,20160610,1
448,20160612,1
448,20160616,1
448,20160620,1
448,20160624,20
449,20160609,4
449,20160613,2
449,20160615,2
449,20160618,6
449,20160620,21
450,20160609,7
450,20160610,7
450,20160613,7
450,20160614,7
450,20160616,21
451,20160610,6
451,20160614,3
451,20160618,21
452,20160610,2
452,20160612,2
452,20160614,1
452,20160615,20
453,20160607,6
453,20160608,6
453,20160609,6
453,20160613,6
453,20160614,21
454,20160608,3
454,20160610,21
455,20160607,6
455,20160611,7
455,20160613,7
455,20160616,7
455,20160620,21
456,20160608,1
456,20160612,4
456,20160614,4
456,20160618,20
457,20160609,7
457,20160613,1
457,20160615,1
457,20160617,1
457,20160619,20
458,20160610,6
458,20160611,21
459,20160610,3
459,20160612,20
460,20160609,3
460,20160611,3
460,20160612,3
460,20160616,21
461,20160608,6
461,20160611,6
461,20160613,5
461,20160616,6
461,20160620,21
462,20160608,2
462,20160609,2
462,20160610,2
462,20160612,2
462,20160616,20
463,20160607,5
463,20160611,20
464,20160610,4
464,20160614,21
465,20160609,3
465,20160610,20
466,20160608,1
466,20160612,1
466,20160614,4
466,20160616,1
466,20160617,20
467,20160608,1
467,20160609,20
468,20160608,2
468,20160611,2
468,20160614,2
468,20160618,20
469,20160609,4
469,20160612,21
470,20160609,3
470,20160613,21
471,20160610,2
471,20160613,2
471,20160615,2
471,20160617,2
471,20160618,21
472,20160609,6
472,20160610,21
473,20160607,5
473,20160610,20
474,20160607,1
474,20160609,1
474,20160610,1
474,20160614,20
475,20160610,2
475,20160614,2
475,20160616,21
476,20160610,7
476,20160611,7
476,20160615,7
476,20160616,7
476,20160619,21
477,20160607,4
477,20160608,20
478,20160610,4
478,20160611,20
479,20160607,6
479,20160608,4
479,20160609,3
479,20160613,4
479,20160616,20
480,20160609,1
480,20160611,4
480,20160612,1
480,20160616,1
480,20160619,20
481,20160609,5
481,20160612,6
481,20160616,7
481,20160620,6
481,20160622,21
482,20160608,1
482,20160610,1
482,20160612,3
482,20160616,21
483,20160609,4
483,20160610,4
483,20160613,4
483,20160617,4
483,20160621,21
484,20160608,7
484,20160610,21
485,20160610,1
485,20160614,1
485,20160615,1
485,20160616,1
485,20160618,20
486,20160607,4
486,20160610,4
486,20160611,4
486,20160612,2
486,20160615,21
487,20160609,6
487,20160611,21
488,20160607,1
488,20160610,1
488,20160614,20
489,20160607,6
489,20160611,6
489,20160613,21
490,20160607,6
490,20160611,3
490,20160614,3
490,20160618,3
490,20160619,21
491,20160609,1
491,20160613,1
491,20160614,1
491,20160616,20
492,20160608,1
492,20160611,6
492,20160613,6
492,20160614,7
492,20160616,21
493,20160610,3
493,20160613,7
493,20160616,7
493,20160620,7
493,20160624,21
494,20160609,1
494,20160611,1
494,20160613,20
495,20160608,7
495,20160609,7
495,20160610,7
495,20160611,7
495,20160612,21
496,20160607,7
496,20160610,7
496,20160611,7
496,20160613,7
496,20160614,21
497,20160609,7
497,20160610,7
497,20160613,7
497,20160614,7
497,20160618,21
498,20160607,6
498,20160611,21
499,20160607,6
499,20160610,4
499,20160614,2
499,20160618,2
499,20160621,21
500,20160607,6
500,20160610,6
500,20160612,21
501,20160607,3
501,20160611,20
502,20160610,1
502,20160614,20
503,20160607,1
503,20160611,1
503,20160615,1
503,20160616,1
503,20160619,20
504,20160607,7
504,20160611,7
504,20160615,7
504,20160619,21
505,20160610,2
505,20160612,2
505,20160613,21
506,20160607,1
506,20160609,20
507,20160609,6
507,20160612,21
508,20160607,6
508,20160611,21
509,20160609,6
